id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount
JBamKg08xDo,Access server data from client (g_scratchpad),"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
0:53 What we are going to learn in today's video?
2:35 Accessing server data from client 
4:03 Different ways to access server data
4:57 What is g_scratchpad?
6:31 Use Case 1
12:03 Use Case 2
20:33 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

In today's video we are going to explore different way to access server data from client.
And in this video we will explore all about g_scratchpad which is very import one.
Based on the use case of g_scratchpad we will see how it works and how with the help of this object we can access server data from client.

So get ready with your PDI, its time for learning !!

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#techwithpri 
#techworld 
#techchannel",2023-11-07T16:40:57Z,servicenow|servicenow developer|g_scratchpad|g_scratchpad vs glideajax|servicenow script|display business rule in servicenow|client script servicenow|display business rule use case|business rules in servicenow|techwithpri|techwithpri csa|certified application developer|servicenow training|servicenow tutorial,27,en,en,https://i.ytimg.com/vi/JBamKg08xDo/default.jpg,https://i.ytimg.com/vi/JBamKg08xDo/hqdefault.jpg,PT21M6S,11835,214,64,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
4GjZp9aKv7k,ServiceNow GlideUser (g_user) API,"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
0:51 What we are going to learn in today's video?
1:34 Properties of GlideUser Class 
6:38 Different GlideUser Methods 
16:00 Thanks for watching !!




-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#glidesystem
#servicenowapi
#techwithpri",2023-11-04T17:12:15Z,servicenow|techwithpri|techwithpri servicenow|servicenow developer|snow developer|glideuser api|g_user api|glideuser methods|g_user properties,27,en,en,https://i.ytimg.com/vi/4GjZp9aKv7k/default.jpg,https://i.ytimg.com/vi/4GjZp9aKv7k/hqdefault.jpg,PT16M26S,9780,191,31,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
dKk4JOn7b4I,ServiceNow GlideForm (g_form) API,"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
1:00 What we are going to learn in today's video?
2:09 Different Methods of g_form
22:39 Developer Guide 
23:01 Thanks for watching !!




-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#glidesystem
#servicenowapi
#techwithpri",2023-11-01T17:37:59Z,servicenow developer|servicenow development|client side api|glideform api|servicenow g_form|servicenow client side api|g_form methods|servicenow cad exam|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/dKk4JOn7b4I/default.jpg,https://i.ytimg.com/vi/dKk4JOn7b4I/hqdefault.jpg,PT23M32S,14238,260,85,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
taXzg8PBOlg,GlideSystem,"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
2:15 What we are going to learn in today's video?
3:22 gs.info(),gs.log(),gs.error(),gs.print()
9:10 gs.getUserDisplayName()
9:49 Implement gs.getUserID() 
12:23 gs.getUserName() and gs.getCurrentScopeName()
13:38 Methods of GlideUser API
16:23 gs.getPropertey()
18:18 Developer Guide 
19:02 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

In this video we are going to see one of the most powerful server side API of ServiceNow which is the GlideSystem.
We are going see what are different methods available for glidesystem and also how each method works in ServiceNow Instance.

So get ready with your PDI, its time for learning !!

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#glidesystem
#servicenowapi
#techwithpri",2023-10-30T16:59:59Z,servicenow scripting|servicenow developer|glide system in servicenow|glide system|glidesystem methods|different methods of glidesystem|gs.log servicenow|gs.info servicenow|gs.getProperties method|servicenow devel|glidesystem demo|glidesystem with example|servicenow developer training|a beginner's guide to servicenow scripting|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/taXzg8PBOlg/default.jpg,https://i.ytimg.com/vi/taXzg8PBOlg/hqdefault.jpg,PT19M39S,14849,244,24,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
8_DP3oCGhQ8,GlideRecord Methods (Part 2),"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
1:16 What we are going to learn in today's video?
2:17 If vs While in GlideRecord
5:18 hasNext()
6:09 Initialize() and insert() 
10:14 update() and updateMultiple()
13:18 setValue()
15:24 get()
18:16 Developer Guide 
19:36 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

This is the part 2 of the Gliderecord Methods video.

In this video we will continue to learn different methods of GlideRecord API and how it works.
I will show you each method in my PDI so that you can have a clear knowledge of how each methods are working.

This is part one of the GlideRecord Method's video, in the next part also we will continue to see more exciting methods for GlideRecord.

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#gliderecord 
#servicenowapi
#techwithpri",2023-10-28T15:30:02Z,servicenow gliderecord|servicenow|gliderecord|servicenow gliderecord tutorial|gliderecord methods|get() in servicenow|setValue() in servicenow|insert method in servicenow|update method in servicenow|initialize method in servicenow|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/8_DP3oCGhQ8/default.jpg,https://i.ytimg.com/vi/8_DP3oCGhQ8/hqdefault.jpg,PT19M54S,13620,202,40,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
lZePKPNTnLs,GlideRecord Methods (Part 1),"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:19 What we have learned in the last video?
0:50 What we are going to learn in today's video?
1:59 AddQuery(),Query(),Next()
8:20 getRowCount()
9:59 addActiveQuery() 
10:59 addEncodedQuery()
13:45 SetLimit(),orderBy()
16:14 addNullQuery() and addNotNullQuery()
19:19 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

In this video we will see different methods available for the API GlideRecord, and I will show you practically how important all these methods are in the context of ServiceNow Development.

This is part one of the GlideRecord Method's video, in the next part also we will continue to see more exciting methods for GlideRecord.

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#gliderecord 
#servicenowapi
#techwithpri",2023-10-25T15:45:07Z,servicenow gliderecord tutorial|servicenow gliderecord|servicenow|gliderecord methods|addquery in servicenow|encoded query in servicenow|addencodedquery in servicenow|servicenow developer|scripting in servicenow|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/lZePKPNTnLs/default.jpg,https://i.ytimg.com/vi/lZePKPNTnLs/hqdefault.jpg,PT19M35S,18471,235,26,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
IhU4HPRIqRU,GlideRecord,"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:20 What we have learned in the last video?
0:57 What we are going to learn in today's video?
2:16 What is GlideRecord 
3:18 Why we need GlideRecord?
4:58 List of GlideRecord Methods  
6:42 Using GlideRecord API
10:29 GlideRecord Demo
18:37 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

In this video we are learning about the most common and important API of ServiceNow which is the GlideRecord. This is the API which we are going to use for Database Operation.
Lets find it out how it works, what are the different methods we have and how we can use those in practically in the demo section !!

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#gliderecord 
#servicenowapi
#techwithpri",2023-10-23T15:30:07Z,servicenow developer|gliderecord in servicenow|gliderecord api|servicenow gliderecord tutorial|servicenow gliderecord|servicenow developer certification|gliderecord methods|certified application developer|use of gliderecord|servicenow developer training|servicenow|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/IhU4HPRIqRU/default.jpg,https://i.ytimg.com/vi/IhU4HPRIqRU/hqdefault.jpg,PT18M55S,24205,274,28,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
i1Piu8Rh-IQ,Explore ServiceNow API,"Hello Tech People !!!
Welcome to ServiceNow Development.

⏱️TIMESTAMPS⏱️
0:00 Intro
0:41 What we have learned in the last video?
1:08 What we are going to learn in today's video?
2:05 What is an API 
2:32 How API works
9:09 ServiceNow API  
10:23 Client Side API
14:25 Server Side API
17:19 Thanks for watching !!

Welcome to ServiceNow Developer series !!
We are preparing for Certified Application Developer (CAD) exam.
We will learn all the relevant topic regarding ServiceNow Development.

In this video we are learning about an important topic API.
We would see what is an API and how it works also we will explore serviceNow API, where we would see Server Side API and Client Side API.

-All Playlist -

ServiceNow Developer - https://www.youtube.com/playlist?list=PLe4QSsKLT0SbaCL40-KRIkZIcedofQgv4

ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

#servicenow 
#api 
#servicenowapi
#techwithpri",2023-10-18T15:30:10Z,servicenow developer|servicenow api|what is api and how it works|what is an api|explore servicenow api|servicenow server side api|servicenow client side api|client side api|servicenow developer training|servicenow|servicenow tutorial|how google map api works|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/i1Piu8Rh-IQ/default.jpg,https://i.ytimg.com/vi/i1Piu8Rh-IQ/hqdefault.jpg,PT17M55S,30041,370,23,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
Ca3t0PKXVJE,Welcome to ServiceNow Development,,2023-10-16T15:30:07Z,servicenow|servicenow developer|servicenow developer roadmap|servicenow developer tutorial|servicenow development|servicenow training|servicenow tutorial|techwithpri|techwithpri servicenow,27,en,en,https://i.ytimg.com/vi/Ca3t0PKXVJE/default.jpg,https://i.ytimg.com/vi/Ca3t0PKXVJE/hqdefault.jpg,PT14M6S,80748,718,137,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
jNMkf1ZKBag,New Series is Coming !! #servicenow,"Hey Tech People!!
I am back with a brand new exciting Technical Series for all of you.
And this is the series for which you were waiting for long time and its here now!!
Its time to learn ServiceNow Development !!!

Dont forget to join my channel to get access to Member Special video and many videos will be added for ServiceNow Developer Series.

#techwithpri 
#servicenow 
#servicenowdeveloper",2023-10-13T13:30:18Z,new series|servicenow|techwithpri,27,en,en,https://i.ytimg.com/vi/jNMkf1ZKBag/default.jpg,https://i.ytimg.com/vi/jNMkf1ZKBag/hqdefault.jpg,PT24S,145,8,6,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
EKxuzU6pHj4,"JavaScript Class,Objects and Constructor","Welcome to the world of Programming !!

⏱️TIMESTAMPS⏱️
0:00 Intro
1:43 What we have learned in the last video?
2:08 What we are going to learn in today's video?
3:31 Use of JavaScript Class 
4:25 Class and Methods
7:33 Using Objects  
11:44 Use of this keyword
17:50 JavaScript Constructor
21:37 Accessing properties of the Object
22:14 Idea of ServiceNow Classes
24:32 Thanks for watching !!

In this video, I'm going to teach you about JavaScript classes and objects. I'll show you how to create a simple class and create and use a constructor. I'll also discuss how to use the dot operator to access the properties and methods of an object.

If you're familiar with JavaScript, but want to learn more about classes and objects, this video is for you! I hope you find it helpful!

- PLAYLIST - 
ServiceNow CSA Exam preparation 2023 -https://www.youtube.com/playlist?list=PLe4QSsKLT0SaPOceomKMAiwVTtn-xBVWj

ServiceNow Virtual Agent (CHATBOT) - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYphWfprSc3M5ZZV0TA6qCe

ServiceNow System Administrator - https://www.youtube.com/playlist?list=PLe4QSsKLT0SZsLgx2f-tthW_lzBnFpsQ2

Microsoft Azure - https://www.youtube.com/playlist?list=PLe4QSsKLT0SYw7Zq8j-zcUmHquEiNug1C

Windows Server 2016 - https://www.youtube.com/playlist?list=PLe4QSsKLT0SaOxlTcjfz1E8DXQ7Kll7wC

#javascript 
#javascriptfundamentals 
#techwithpri 
#javascriptclass
#class",2023-10-11T16:00:12Z,javascript classes|javascript classes and constructors|this keyword javascript|constructor in javascript|constructor method in javascript|object and class|difference between class and object|javascript tutorial for beginners|javascript class|techwithpri|techwithpri servicenow|javascript classes es6,27,en,en,https://i.ytimg.com/vi/EKxuzU6pHj4/default.jpg,https://i.ytimg.com/vi/EKxuzU6pHj4/hqdefault.jpg,PT25M27S,3478,77,22,public,UCq9dV0PMEdQFzD4JTCNfK3A,TechWithPri,"Welcome to my technical channel techwithpri which is dedicated to Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, and ServiceNow Virtual Agent!.

My videos cover a wide range of topics, from the basics of server administration to more advanced topics like cloud computing and automation. You'll learn how to set up and manage Windows servers, create and deploy virtual machines on Azure, and optimize your ServiceNow system for maximum efficiency.

In addition, I also provide in-depth training on ServiceNow Virtual Agent, a powerful tool for creating conversational interfaces that can help your organization automate common tasks and improve customer service. 

So whether you're looking to improve your skills in Microsoft Windows Server, Microsoft Azure, ServiceNow System Administrator, or ServiceNow Virtual Agent, be sure to subscribe to my channel and stay tuned for our latest videos!

More videos are coming soon...

#techwithpri 


",IN,https://yt3.ggpht.com/qAM9oAvxmgtDo8TG7yDJ1ir60ZZk7TvGnHmQVTorKVWHxqSwyuXebZ7-192r7NPHy49wuC-78A=s800-c-k-c0x00ffffff-no-rj,22500,222
